energy_production_base,nbr_on,reserve_primary_up_on_base,reserve_primary_down_base,reserve_tertiary2_up_on_base,reserve_tertiary2_up_off_base,reserve_tertiary2_down_base,Fonction_objectif
6645.0,13.0,301.0,300.99999999999994,1218.0,0.0,1505.0,499569416.9859801
6559.999999999999,13.0,346.00000000000006,345.99999999999994,1399.0,0.0,1727.9999999999998,499569416.9859801
6467.0,12.0,262.0,261.99999999999994,1060.0,0.0,1309.9999999999998,499569416.9859801
6356.0,12.0,240.00000000000003,239.99999999999997,970.0000000000001,0.0,1198.0,499569416.9859801
6257.999999999999,12.0,295.0,295.0,1195.0,0.0,1476.0,499569416.9859801
6281.0,12.0,206.0,206.0,834.0,0.0,1029.9999999999998,499569416.9859801
6321.0,12.0,245.00000000000003,244.99999999999997,992.0,0.0,1226.0,499569416.9859801
6293.0,12.0,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499569416.9859801
6206.0,12.0,396.0,395.99999999999994,1601.0,0.0,1977.9999999999998,499569416.9859801
6542.0,12.0,540.0,539.9999999999999,1174.0000000000007,0.0,2701.9999999999995,499569416.9859801
6342.0,12.0,507.0,506.99999999999994,1407.0000000000007,0.0,2534.9999999999995,499569416.9859801
7197.999999999999,12.0,658.0,658.0,400.00000000000097,0.0,3239.9999999999995,499569416.9859801
7019.0,12.0,779.9999999999999,779.9999999999999,457.0,0.0,2939.0,499569416.9859801
6973.0,12.0,819.0,818.9999999999999,464.0000000000006,0.0,2853.999999999999,499569416.9859801
7085.0,12.0,980.0000000000001,979.9999999999999,190.9999999999999,0.0,2805.0000000000005,499569416.9859801
7210.999999999999,12.0,847.0,846.9999999999999,198.00000000000074,0.0,3063.999999999999,499569416.9859801
7225.0,12.0,684.9999999999999,685.0,346.00000000000034,0.0,3239.9999999999995,499569416.9859801
6314.0,12.0,0.0,489.99999999999994,1942.0,0.0,2450.9999999999995,499569416.9859801
6443.0,12.0,209.0,523.9999999999999,1604.0,0.0,2619.0,499569416.9859801
6208.999999999999,12.0,485.00000000000006,484.9999999999999,1562.000000000001,0.0,2423.9999999999995,499569416.9859801
6185.5,12.0,468.0,467.99999999999994,1602.4999999999998,0.0,2339.9999999999995,499569416.9859801
6360.000000000001,12.0,389.99999999999994,389.99999999999994,1505.9999999999995,0.0,1950.9999999999998,499569416.9859801
6466.000000000001,12.0,234.9999999999994,383.99999999999994,1554.9999999999998,0.0,1920.9999999999998,499569416.9859801
6272.0,12.0,383.0000000000001,395.99999999999994,1601.0,0.0,1977.9999999999998,499569416.9859801
6768.0,12.0,201.0,200.99999999999997,812.0,0.0,1002.9999999999999,499569416.9859801
6686.0,12.0,178.0,177.99999999999997,721.0,0.0,890.9999999999999,499569416.9859801
6583.0,12.0,162.0,162.0,654.0,0.0,807.9999999999999,499569416.9859801
6482.999999999999,12.0,139.0,139.0,563.0,0.0,695.9999999999999,499569416.9859801
6379.999999999999,12.0,128.0,127.99999999999999,519.0,0.0,640.9999999999999,499569416.9859801
6360.000000000001,12.0,123.0,122.99999999999999,497.0,0.0,613.9999999999999,499569416.9859801
6314.0,12.0,134.0,133.99999999999997,541.0,0.0,668.0,499569416.9859801
6231.999999999999,12.0,139.0,139.0,563.0,0.0,695.9999999999999,499569416.9859801
6130.999999999999,12.0,212.0,211.99999999999997,857.0,0.0,1058.9999999999998,499569416.9859801
6117.999999999999,12.0,245.00000000000003,244.99999999999997,992.0,0.0,1226.0,499569416.9859801
6166.999999999999,12.0,262.0,261.99999999999994,1060.0,0.0,1309.9999999999998,499569416.9859801
6279.0,12.0,301.0,300.99999999999994,1218.0,0.0,1505.0,499569416.9859801
6429.000000000002,12.0,362.0,361.99999999999994,1464.9999999999998,0.0,1809.9999999999998,499569416.9859801
6352.0,12.0,424.0,423.99999999999994,1480.0000000000014,233.99999999999875,2117.9999999999995,499569416.9859801
6406.0,12.0,473.0,472.99999999999994,1377.000000000002,538.9999999999978,2367.0,499569416.9859801
6488.0,12.0,440.00000000000006,439.99999999999994,1328.0000000000011,453.99999999999875,2201.9999999999995,499569416.9859801
6569.000000000002,12.0,334.0,334.0,1353.0,0.0,1671.9999999999998,499569416.9859801
6657.0,12.0,245.00000000000003,244.99999999999997,992.0,0.0,1226.0,499569416.9859801
6535.0,12.0,228.0,227.99999999999997,924.0,0.0,1141.9999999999998,499569416.9859801
6405.0,12.0,279.0,279.0,1128.0,0.0,1394.0,499569416.9859801
6324.0,12.0,234.0,233.99999999999997,948.0,0.0,1170.9999999999998,499569416.9859801
6353.0,12.0,251.0,250.99999999999997,1014.0,0.0,1252.9999999999998,499569416.9859801
6488.0,12.0,234.0,233.99999999999997,948.0,0.0,1170.9999999999998,499569416.9859801
6245.0,12.0,189.99999999999997,189.99999999999997,767.0,0.0,947.9999999999999,499569416.9859801
6537.0,12.0,234.0,233.99999999999997,948.0,0.0,1170.9999999999998,499569416.9859801
6503.0,12.0,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499569416.9859801
6433.0,12.0,178.0,177.99999999999997,721.0,0.0,890.9999999999999,499569416.9859801
6337.999999999999,12.0,162.0,162.0,654.0,0.0,807.9999999999999,499569416.9859801
6255.0,12.0,201.0,200.99999999999997,812.0,0.0,1002.9999999999999,499569416.9859801
6228.999999999999,12.0,223.0,222.99999999999997,902.0,0.0,1113.9999999999998,499569416.9859801
6086.0,12.0,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499569416.9859801
5877.999999999999,12.0,362.0,361.99999999999994,1464.9999999999998,0.0,1809.9999999999998,499569416.9859801
6108.0,12.0,468.0,467.99999999999994,1680.0000000000016,213.99999999999847,2339.9999999999995,499569416.9859801
6374.0,12.0,512.0,511.99999999999994,1370.0000000000016,703.9999999999984,2561.9999999999995,499569416.9859801
6509.000000000001,12.0,535.0,535.0,1212.0000000000016,951.9999999999984,2674.0,499569416.9859801
6845.0,12.0,591.0,590.9999999999999,820.0000000000014,1499.9999999999998,2953.9999999999995,499569416.9859801
6977.999999999999,12.0,613.0,613.0,665.0000000000027,1499.9999999999998,3064.9999999999995,499569416.9859801
7486.0,13.0,652.0,652.0,806.0000000000025,1000.0000000000001,3259.0,499569416.9859801
7837.0,13.0,752.0,751.9999999999999,355.0000000000027,1000.0000000000001,3510.0,499569416.9859801
7787.0,13.0,567.0,701.9999999999999,590.000000000001,1000.0000000000001,3510.0,499569416.9859801
7318.999999999999,13.0,624.0,623.9999999999999,1001.0000000000028,1000.0000000000001,3119.9999999999995,499569416.9859801
6851.000000000001,13.0,546.0,545.9999999999999,1547.0000000000011,662.999999999999,2730.0,499569416.9859801
6548.999999999999,13.0,496.0,495.99999999999994,1899.0000000000025,106.99999999999748,2478.0,499569416.9859801
6648.999999999999,13.0,512.0,511.99999999999994,1783.000000000003,290.9999999999971,2561.9999999999995,499569416.9859801
6082.0,13.0,418.0,417.99999999999994,1691.0,0.0,2088.9999999999995,499569416.9859801
6123.0,13.0,401.0,400.99999999999994,1623.0,0.0,2004.9999999999995,499569416.9859801
6359.999999999999,13.0,389.99999999999994,389.99999999999994,1579.0,0.0,1950.9999999999998,499569416.9859801
6524.0,13.0,362.0,361.99999999999994,1464.9999999999998,0.0,1809.9999999999998,499569416.9859801
7088.0,13.999999999999998,212.0,211.99999999999997,857.0,0.0,1058.9999999999998,499569416.9859801
6934.0,13.999999999999998,201.0,200.99999999999997,812.0,0.0,1002.9999999999999,499569416.9859801
6839.999999999999,13.999999999999998,173.00000000000003,172.99999999999997,699.0,0.0,863.9999999999999,499569416.9859801
6736.0,13.999999999999998,189.99999999999997,189.99999999999997,767.0,0.0,947.9999999999999,499569416.9859801
6643.0,13.999999999999998,162.0,162.0,654.0,0.0,807.9999999999999,499569416.9859801
6828.0,13.999999999999998,173.00000000000003,172.99999999999997,699.0,0.0,863.9999999999999,499569416.9859801
7379.0,13.999999999999998,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499569416.9859801
7861.0,13.999999999999998,284.0,284.0,1150.0,0.0,1420.9999999999998,499569416.9859801
8057.0,13.999999999999998,306.0,305.99999999999994,1240.0,0.0,1531.9999999999998,499569416.9859801
8029.0,13.999999999999998,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499569416.9859801
7941.500000000001,13.999999999999998,360.4999999999985,361.99999999999994,1330.0,0.0,1809.9999999999998,499569416.9859801
7935.500000000001,14.0,159.0,383.99999999999994,1537.4999999999989,0.0,1920.9999999999998,499569416.9859801
7886.999999999999,14.0,407.0,407.0,1338.000000000001,0.0,2033.9999999999998,499569416.9859801
7814.5,14.0,0.0,451.0,1817.5,0.0,2256.0,499569416.9859801
7803.5,14.0,0.0,456.99999999999994,1828.5,0.0,2283.9999999999995,499569416.9859801
7888.500000000001,14.0,7.499999999999272,428.99999999999994,1736.0,0.0,2145.0,499569416.9859801
7968.500000000001,14.0,0.0,428.99999999999994,1663.499999999999,0.0,2145.0,499569416.9859801
8099.0,14.0,43.999999999999936,368.0,1489.0,0.0,1839.9999999999998,499569416.9859801
8008.0,14.0,360.99999999999943,378.99999999999994,1263.0,0.0,1893.9999999999998,499569416.9859801
7934.500000000001,14.0,357.0,356.99999999999994,1340.4999999999989,0.0,1782.9999999999998,499569416.9859801
8057.0,14.0,312.0,311.99999999999994,1263.0,0.0,1559.9999999999998,499569416.9859801
7910.0,14.0,284.0,284.0,1150.0,0.0,1420.9999999999998,499569416.9859801
7770.0,14.0,318.0,317.99999999999994,1285.0,0.0,1587.9999999999998,499569416.9859801
7568.0,14.0,251.0,250.99999999999997,1014.0,0.0,1252.9999999999998,499569416.9859801
7186.0,14.0,173.00000000000003,172.99999999999997,699.0,0.0,863.9999999999999,499569416.9859801
6999.0,14.0,162.0,162.0,654.0,0.0,807.9999999999999,499569416.9859801
6881.0,14.0,162.0,162.0,654.0,0.0,807.9999999999999,499569416.9859801
6801.0,14.0,145.0,145.0,587.0,0.0,724.9999999999999,499569416.9859801
6720.000000000001,14.0,156.0,155.99999999999997,631.0,0.0,779.9999999999999,499569416.9859801
6912.0,14.0,167.0,167.0,677.0000000000001,0.0,835.9999999999999,499569416.9859801
7487.0,14.0,178.0,177.99999999999997,721.0,0.0,890.9999999999999,499569416.9859801
7999.999999999999,14.0,206.0,206.0,834.0,0.0,1029.9999999999998,499569416.9859801
8203.0,14.0,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499569416.9859801
8280.0,14.0,240.00000000000003,239.99999999999997,970.0000000000001,0.0,1198.0,499569416.9859801
8392.0,14.0,234.0,233.99999999999997,948.0,0.0,1170.9999999999998,499569416.9859801
8338.0,14.0,256.0,255.99999999999997,1038.0,0.0,1281.9999999999998,499569416.9859801
8296.5,14.0,273.0,272.99999999999994,1062.5,0.0,1363.9999999999998,499569416.9859801
8274.500000000002,14.0,162.49999999999883,295.0,1195.0,0.0,1476.0,499569416.9859801
8222.0,14.0,301.0,300.99999999999994,1108.9999999999993,0.0,1505.0,499569416.9859801
8333.0,14.0,283.99999999999903,295.0,1015.0000000000001,0.0,1476.0,499569416.9859801
8402.5,14.0,284.0,284.0,945.4999999999993,0.0,1420.9999999999998,499569416.9859801
8485.500000000002,14.0,132.49999999999883,250.99999999999997,1014.0,0.0,1252.9999999999998,499569416.9859801
8359.5,14.0,234.5000000000004,255.99999999999997,1038.0,0.0,1281.9999999999998,499569416.9859801
8355.0,14.0,245.00000000000003,244.99999999999997,992.0,0.0,1226.0,499569416.9859801
8094.0,14.0,217.0,216.99999999999997,880.0000000000001,0.0,1087.0,499569416.9859801
7934.0,14.0,206.0,206.0,834.0,0.0,1029.9999999999998,499569416.9859801
7783.0,14.0,212.0,211.99999999999997,857.0,0.0,1058.9999999999998,499569416.9859801
7570.999999999999,14.0,206.0,206.0,834.0,0.0,1029.9999999999998,499569416.9859801
6809.5,13.0,443.4999999999993,451.0,1691.0,0.0,2256.0,499569416.9859801
6572.0,13.0,490.00000000000006,489.99999999999994,1881.9999999999993,0.0,2450.9999999999995,499569416.9859801
6887.0,13.0,373.0,373.0,1511.0,0.0,1866.9999999999998,499569416.9859801
6803.0,13.0,412.0,412.0,1669.0,0.0,2062.0,499569416.9859801
6716.0,13.0,357.0,356.99999999999994,1443.0,0.0,1782.9999999999998,499569416.9859801
6835.0,13.0,418.0,417.99999999999994,1691.0,0.0,2088.9999999999995,499569416.9859801
6761.500000000001,13.0,130.49999999999855,506.99999999999994,2052.0,0.0,2534.9999999999995,499569416.9859801
7752.999999999999,13.0,696.0,695.9999999999999,494.99999999999994,0.0,3481.9999999999995,499569416.9859801
7848.000000000001,13.0,759.5,762.9999999999999,336.49999999999847,0.0,3510.0,499569416.9859801
7992.999999999999,13.0,908.0,907.9999999999999,43.00000000000003,0.0,3510.0,499569416.9859801
8004.000000000001,13.0,919.0,918.9999999999999,20.999999999998746,0.0,3510.0,499569416.9859801
8064.999999999999,13.0,879.0,1058.9999999999998,0.0,0.0,3430.9999999999986,499569416.9859801
8037.999999999999,13.0,906.0,1154.9999999999998,0.0,0.0,3307.9999999999995,499569416.9859801
8083.999999999999,13.0,860.0000000000001,1191.9999999999998,0.0,0.0,3316.9999999999995,499569416.9859801
8022.999999999999,13.0,921.0,1252.9999999999998,0.0,0.0,3194.999999999999,499569416.9859801
8112.999999999999,13.0,831.0,1245.9999999999998,0.0,0.0,3292.0,499569416.9859801
8205.0,13.0,738.9999999999993,1120.0,0.0,0.0,3510.0,499569416.9859801
8110.0,13.0,833.9999999999995,1025.0,0.0,0.0,3510.0,499569416.9859801
8077.000000000001,13.0,866.9999999999986,991.9999999999999,0.0,0.0,3510.0,499569416.9859801
8010.0,13.0,925.0000000000001,924.9999999999999,8.999999999999504,0.0,3510.0,499569416.9859801
7898.0,13.0,813.0,812.9999999999999,232.99999999999915,0.0,3510.0,499569416.9859801
7804.000000000001,13.0,704.9999999999999,718.9999999999999,434.9999999999988,0.0,3510.0,499569416.9859801
7793.000000000001,13.0,687.4999999999999,707.9999999999999,463.49999999999886,0.0,3510.0,499569416.9859801
7119.999999999999,13.0,566.5,590.9999999999999,1257.5,0.0,2953.9999999999995,499569416.9859801
7247.0,13.0,306.0,305.99999999999994,1240.0,0.0,1531.9999999999998,499569416.9859801
7043.0,13.0,290.0,290.0,1172.0,0.0,1447.9999999999998,499569416.9859801
6930.0,13.0,251.0,250.99999999999997,1014.0,0.0,1252.9999999999998,499569416.9859801
6832.0,13.0,240.00000000000003,239.99999999999997,970.0000000000001,0.0,1198.0,499569416.9859801
6759.999999999999,13.0,256.0,255.99999999999997,1038.0,0.0,1281.9999999999998,499569416.9859801
6946.0,14.0,267.0,266.99999999999994,1082.0,0.0,1337.0,499569416.9859801
7499.999999999999,14.0,329.0,329.0,1331.0,0.0,1644.0,499569416.9859801
7668.999999999999,14.0,389.99999999999994,389.99999999999994,1573.0000000000007,0.0,1950.9999999999998,499569416.9859801
7680.000000000001,14.0,429.0,428.99999999999994,1522.9999999999995,0.0,2145.0,499569416.9859801
7643.500000000001,14.0,473.0,472.99999999999994,1515.4999999999986,0.0,2367.0,499569416.9859801
7645.0,14.0,474.9999999999991,506.99999999999994,1512.0,0.0,2534.9999999999995,499569416.9859801
7487.0,14.0,0.0,584.9999999999999,2144.9999999999995,0.0,2923.9999999999995,499569416.9859801
7570.000000000001,14.0,548.9999999999987,595.9999999999999,1513.0,0.0,2981.0,499569416.9859801
7796.0,14.0,595.0000000000001,657.9999999999999,1240.9999999999995,0.0,3288.0,499569416.9859801
7995.0,14.0,106.0,691.0,1531.0000000000002,0.0,3453.9999999999995,499569416.9859801
7760.999999999999,14.0,585.5000000000001,651.9999999999998,1285.500000000001,0.0,3259.0,499569416.9859801
7661.5,14.0,0.0,601.9999999999999,1970.5000000000002,0.0,3007.9999999999995,499569416.9859801
7836.5,14.0,0.0,535.0,1795.4999999999998,0.0,2674.0,499569416.9859801
7726.500000000001,14.0,506.49999999999886,535.0,1399.0,0.0,2674.0,499569416.9859801
7767.0,14.0,13.0,462.99999999999994,1851.9999999999993,0.0,2312.9999999999995,499569416.9859801
7649.0,14.0,440.00000000000006,439.99999999999994,1542.9999999999995,0.0,2201.9999999999995,499569416.9859801
7662.5,14.0,368.4999999999996,395.99999999999994,1601.0,0.0,1977.9999999999998,499569416.9859801
7608.500000000001,14.0,412.0,412.0,1611.499999999999,0.0,2062.0,499569416.9859801
7831.999999999999,14.0,357.0,356.99999999999994,1443.0,0.0,1782.9999999999998,499569416.9859801
